0,0.50293916,0.6423615
1,0.4856583,0.6002373
2,0.46485817,0.50656384
3,0.4730043,0.30536327
4,0.5106092,0.6601528
5,0.49687123,0.6282865
6,0.47071186,0.5299917
7,0.4732883,0.5429569
8,0.4757679,0.555435
9,0.48090506,0.58128625
10,0.47743043,0.56380117
11,0.47960442,0.57474107
12,0.49955112,0.6345027
13,0.51446974,0.6691075
14,0.5206874,0.43829435
15,0.5164342,0.40344313
16,0.5135933,0.6670747
17,0.51446974,0.6691075
18,0.5006823,0.63712656
19,0.5013956,0.63878113
20,0.50515103,0.6474922
21,0.5034829,0.62868917
22,0.5387638,0.72545946
23,0.5650019,0.7863206
24,0.60974205,0.8900988
25,0.5689834,0.795556
26,0.4954401,0.63840854
27,0.47470054,0.59371686
28,0.41169733,0.42917228
29,0.34421718,0.3495999
30,0.32940334,0.32984903
31,0.40457684,0.31081176
32,0.46847886,0.38477796
33,0.5447829,0.73822296
34,0.54665,0.73986167
35,0.52820724,0.685259
36,0.528147,0.70083296
37,0.5453724,0.7407887
38,0.5367269,0.7207347
39,0.49857295,0.63223374
40,0.5135992,0.6670883
41,0.51726556,0.6755926
42,0.51446974,0.6691075
43,0.51446974,0.6691075
44,0.51446974,0.6691075
45,0.51446974,0.6691075
46,0.51446974,0.6691075
47,0.5136161,0.6671275
48,0.5037507,0.6442439
49,0.51446974,0.6691075
50,0.51446974,0.6691075
51,0.47221786,0.53757024
52,0.47371396,0.5450991
53,0.4945768,0.62296444
54,0.4671028,0.5137472
55,0.54949594,0.42173362
56,0.49536374,0.6194171
57,0.49386126,0.5289779
58,0.49101216,0.3062952
59,0.49701607,0.50026405
60,0.51853347,0.6785337
61,0.5135126,0.6668875
62,0.50846213,0.6551724
63,0.4919621,0.6168995
64,0.5051086,0.6473937
65,0.51446974,0.6691075
66,0.5060523,0.64958274
67,0.49256563,0.61829937
68,0.48888063,0.6097517
69,0.5118322,0.6629895
70,0.51446974,0.6691075
71,0.4962359,0.6268128
72,0.48113653,0.582451
73,0.5125918,0.6647515
74,0.51446974,0.6691075
75,0.5103339,0.6595142
76,0.5120128,0.6634084
77,0.5171713,0.67537415
78,0.5133855,0.6665926
79,0.49844614,0.6319396
80,0.5216583,0.68578196
81,0.5194365,0.6806283
82,0.5151243,0.6706259
83,0.51614434,0.64262915
84,0.50540656,0.64808476
85,0.51024026,0.65929705
86,0.5203058,0.6826448
87,0.5159198,0.67247105
88,0.47825596,0.56795543
89,0.5110061,0.6610734
90,0.51804644,0.677404
91,0.53457874,0.7157518
92,0.52954555,0.704077
93,0.5042022,0.6452912
94,0.50337476,0.64337194
95,0.5011686,0.6382546
96,0.52068794,0.56459516
97,0.5363171,0.57681245
98,0.48905456,0.61015517
99,0.5109289,0.6608944
100,0.4586604,0.312359
101,0.37853587,0.2580381
102,0.5015295,0.6390918
103,0.52961874,0.70424676
104,0.5510761,0.586295
105,0.5793376,0.38457304
106,0.5737199,0.22106892
107,0.5062871,0.5541035
108,0.490065,0.59442854
109,0.58348787,0.58613735
110,0.60835403,0.5986545
111,0.560447,0.6162721
112,0.5028864,0.6048117
113,0.48757058,0.60671294
114,0.49942264,0.58641773
115,0.5463374,0.53980297
116,0.54440224,0.52901304
117,0.5077058,0.5848718
118,0.51093125,0.5920718
119,0.5446086,0.5338172
120,0.353948,0.42195004
121,0.27744412,0.20806518
122,0.28520983,0.22753829
123,0.26395532,0.26401967
124,0.36770406,0.31552806
125,0.4758359,0.27294463
126,0.4256181,0.34856763
127,0.36523026,0.3612192
128,0.3903395,0.27410656
129,0.43926236,0.28605667
130,0.44180027,0.56579036
131,0.51571685,0.67911875
132,0.4556753,0.52695453
133,0.50671065,0.15608403
134,0.5137304,0.45424515
135,0.44549918,0.5268773
136,0.4689262,0.542295
137,0.481842,0.53180236
138,0.492819,0.51261055
139,0.5003809,0.50079834
140,0.5085517,0.5021153
141,0.5355339,0.4652857
142,0.48944324,0.265211
143,0.48757574,0.32877705
144,0.55646825,0.40211445
145,0.5437552,0.2257295
146,0.51654774,0.15513626
147,0.46439424,0.3231208
148,0.4648254,0.45096338
149,0.4821443,0.580278
150,0.49021256,0.61284125
151,0.47906533,0.5720283
152,0.5122525,0.100058794
153,0.53708327,0.3817113
154,0.49737203,0.6017212
155,0.52763575,0.54935324
156,0.47690937,0.16696092
157,0.518394,0.47248548
158,0.5121659,0.66376364
159,0.48192537,0.39954072
160,0.4929698,0.41001308
161,0.5264519,0.6969011
162,0.5311504,0.70779955
163,0.5213814,0.5832722
164,0.5537073,0.59766567
165,0.5302105,0.7056194
166,0.5120453,0.49298805
167,0.51649374,0.6738024
168,0.52138287,0.6851431
169,0.5052508,0.64772356
170,0.50985104,0.6583942
171,0.50410914,0.6450753
172,0.5068615,0.6514597
173,0.519461,0.6806851
174,0.4954108,0.6248989
175,0.49518824,0.59271526
176,0.5858313,0.28864712
177,0.5746043,0.36757767
178,0.49010056,0.5750257
179,0.49679375,0.60846627
180,0.52338487,0.6897868
